,pos1,pos2,dis,path,relative_dir
80,"(2, 2)","(16, 3)",17,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (16, 3)]]","['right', 'down']"
81,"(2, 2)","(16, 4)",16,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4)]]","['right', 'down']"
82,"(2, 2)","(16, 6)",18,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6)]]","['right', 'down']"
83,"(2, 2)","(16, 8)",20,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (15, 8), (16, 8)], [(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8)], [(2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8)], [(2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (4, 7), (4, 8), (5, 8), (6, 8), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8)]]","['right', 'down']"
84,"(2, 2)","(16, 9)",21,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (15, 8), (16, 8), (16, 9)], [(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9)], [(2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9)], [(2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (4, 7), (4, 8), (5, 8), (6, 8), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9)]]","['right', 'down']"
85,"(2, 2)","(16, 10)",22,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10)], [(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10)], [(2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10)], [(2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (4, 7), (4, 8), (5, 8), (6, 8), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10)]]","['right', 'down']"
86,"(2, 2)","(17, 2)",19,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (16, 3), (16, 2), (17, 2)]]",['right']
87,"(2, 2)","(17, 4)",17,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4)]]","['right', 'down']"
88,"(2, 2)","(17, 5)",18,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5)]]","['right', 'down']"
89,"(2, 2)","(17, 6)",19,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6)], [(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6), (17, 6)]]","['right', 'down']"
90,"(2, 2)","(17, 7)",20,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (17, 7)], [(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6), (17, 6), (17, 7)]]","['right', 'down']"
91,"(2, 2)","(17, 8)",21,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (17, 7), (17, 8)], [(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6), (17, 6), (17, 7), (17, 8)], [(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (15, 8), (16, 8), (17, 8)], [(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8)], [(2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8)], [(2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (4, 7), (4, 8), (5, 8), (6, 8), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8)]]","['right', 'down']"
92,"(2, 2)","(17, 10)",23,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10)], [(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10)], [(2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10)], [(2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (4, 7), (4, 8), (5, 8), (6, 8), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10)]]","['right', 'down']"
93,"(2, 2)","(18, 2)",20,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (16, 3), (16, 2), (17, 2), (18, 2)]]",['right']
94,"(2, 2)","(18, 6)",20,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (18, 6)], [(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6)]]","['right', 'down']"
95,"(2, 2)","(18, 10)",24,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10), (18, 10)], [(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10), (18, 10)], [(2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10), (18, 10)], [(2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (4, 7), (4, 8), (5, 8), (6, 8), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10), (18, 10)]]","['right', 'down']"
96,"(2, 2)","(19, 2)",21,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (16, 3), (16, 2), (17, 2), (18, 2), (19, 2)]]",['right']
97,"(2, 2)","(19, 3)",22,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (16, 3), (16, 2), (17, 2), (18, 2), (19, 2), (19, 3)]]","['right', 'down']"
98,"(2, 2)","(19, 4)",23,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (16, 3), (16, 2), (17, 2), (18, 2), (19, 2), (19, 3), (19, 4)], [(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (18, 6), (19, 6), (19, 5), (19, 4)], [(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 5), (19, 4)]]","['right', 'down']"
99,"(2, 2)","(19, 5)",22,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (18, 6), (19, 6), (19, 5)], [(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 5)]]","['right', 'down']"
100,"(2, 2)","(19, 6)",21,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (18, 6), (19, 6)], [(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6)]]","['right', 'down']"
101,"(2, 2)","(19, 7)",22,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (18, 6), (19, 6), (19, 7)], [(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 7)]]","['right', 'down']"
102,"(2, 2)","(19, 8)",23,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (18, 6), (19, 6), (19, 7), (19, 8)], [(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 7), (19, 8)]]","['right', 'down']"
103,"(2, 2)","(19, 9)",24,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (18, 6), (19, 6), (19, 7), (19, 8), (19, 9)], [(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 7), (19, 8), (19, 9)]]","['right', 'down']"
104,"(2, 2)","(19, 10)",25,"[[(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (18, 6), (19, 6), (19, 7), (19, 8), (19, 9), (19, 10)], [(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 7), (19, 8), (19, 9), (19, 10)], [(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10), (18, 10), (19, 10)], [(2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10), (18, 10), (19, 10)], [(2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10), (18, 10), (19, 10)], [(2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (4, 7), (4, 8), (5, 8), (6, 8), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10), (18, 10), (19, 10)]]","['right', 'down']"
105,"(2, 3)","(2, 2)",1,"[[(2, 3), (2, 2)]]",
106,"(2, 3)","(2, 4)",1,"[[(2, 3), (2, 4)]]",
107,"(2, 3)","(2, 5)",2,"[[(2, 3), (2, 4), (2, 5)]]",
108,"(2, 3)","(2, 6)",3,"[[(2, 3), (2, 4), (2, 5), (2, 6)]]",
109,"(2, 3)","(2, 7)",4,"[[(2, 3), (2, 4), (2, 5), (2, 6), (2, 7)]]",
110,"(2, 3)","(2, 8)",5,"[[(2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8)]]",
111,"(2, 3)","(2, 9)",6,"[[(2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9)]]",
112,"(2, 3)","(2, 10)",7,"[[(2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10)]]",
113,"(2, 3)","(3, 2)",2,"[[(2, 3), (2, 2), (3, 2)]]","['right', 'up']"
114,"(2, 3)","(3, 6)",4,"[[(2, 3), (2, 4), (2, 5), (2, 6), (3, 6)]]","['right', 'down']"
115,"(2, 3)","(3, 10)",8,"[[(2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (3, 10)]]","['right', 'down']"
116,"(2, 3)","(4, 2)",3,"[[(2, 3), (2, 2), (3, 2), (4, 2)]]","['right', 'up']"
117,"(2, 3)","(4, 4)",7,"[[(2, 3), (2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (4, 4)], [(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (4, 5), (4, 4)]]","['right', 'down']"
118,"(2, 3)","(4, 5)",6,"[[(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (4, 5)]]","['right', 'down']"
119,"(2, 3)","(4, 6)",5,"[[(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6)]]","['right', 'down']"
120,"(2, 3)","(4, 7)",6,"[[(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (4, 7)]]","['right', 'down']"
121,"(2, 3)","(4, 8)",7,"[[(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (4, 7), (4, 8)]]","['right', 'down']"
122,"(2, 3)","(4, 10)",9,"[[(2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (3, 10), (4, 10)]]","['right', 'down']"
123,"(2, 3)","(5, 2)",4,"[[(2, 3), (2, 2), (3, 2), (4, 2), (5, 2)]]","['right', 'up']"
124,"(2, 3)","(5, 3)",5,"[[(2, 3), (2, 2), (3, 2), (4, 2), (5, 2), (5, 3)]]",['right']
125,"(2, 3)","(5, 4)",6,"[[(2, 3), (2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4)]]","['right', 'down']"
126,"(2, 3)","(5, 6)",6,"[[(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6)]]","['right', 'down']"
127,"(2, 3)","(5, 8)",8,"[[(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (4, 7), (4, 8), (5, 8)]]","['right', 'down']"
128,"(2, 3)","(5, 9)",9,"[[(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (4, 7), (4, 8), (5, 8), (5, 9)]]","['right', 'down']"
129,"(2, 3)","(5, 10)",10,"[[(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (4, 7), (4, 8), (5, 8), (5, 9), (5, 10)], [(2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (3, 10), (4, 10), (5, 10)]]","['right', 'down']"
130,"(2, 3)","(6, 4)",7,"[[(2, 3), (2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4)]]","['right', 'down']"
131,"(2, 3)","(6, 6)",7,"[[(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6)]]","['right', 'down']"
132,"(2, 3)","(6, 8)",9,"[[(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (4, 7), (4, 8), (5, 8), (6, 8)]]","['right', 'down']"
133,"(2, 3)","(7, 2)",10,"[[(2, 3), (2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (7, 3), (7, 2)]]","['right', 'up']"
134,"(2, 3)","(7, 3)",9,"[[(2, 3), (2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (7, 3)]]",['right']
135,"(2, 3)","(7, 4)",8,"[[(2, 3), (2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4)]]","['right', 'down']"
136,"(2, 3)","(7, 5)",9,"[[(2, 3), (2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (7, 5)], [(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (7, 5)]]","['right', 'down']"
137,"(2, 3)","(7, 6)",8,"[[(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6)]]","['right', 'down']"
138,"(2, 3)","(7, 7)",9,"[[(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (7, 7)]]","['right', 'down']"
139,"(2, 3)","(7, 8)",10,"[[(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (7, 7), (7, 8)], [(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (4, 7), (4, 8), (5, 8), (6, 8), (7, 8)]]","['right', 'down']"
140,"(2, 3)","(7, 9)",11,"[[(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (7, 7), (7, 8), (7, 9)], [(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (4, 7), (4, 8), (5, 8), (6, 8), (7, 8), (7, 9)]]","['right', 'down']"
141,"(2, 3)","(7, 10)",12,"[[(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (7, 7), (7, 8), (7, 9), (7, 10)], [(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (4, 7), (4, 8), (5, 8), (6, 8), (7, 8), (7, 9), (7, 10)]]","['right', 'down']"
142,"(2, 3)","(8, 2)",11,"[[(2, 3), (2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (7, 3), (7, 2), (8, 2)]]","['right', 'up']"
143,"(2, 3)","(8, 4)",9,"[[(2, 3), (2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4)]]","['right', 'down']"
144,"(2, 3)","(8, 8)",11,"[[(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (7, 7), (7, 8), (8, 8)], [(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (4, 7), (4, 8), (5, 8), (6, 8), (7, 8), (8, 8)]]","['right', 'down']"
145,"(2, 3)","(8, 10)",13,"[[(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (7, 7), (7, 8), (7, 9), (7, 10), (8, 10)], [(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (4, 7), (4, 8), (5, 8), (6, 8), (7, 8), (7, 9), (7, 10), (8, 10)]]","['right', 'down']"
146,"(2, 3)","(9, 2)",12,"[[(2, 3), (2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (7, 3), (7, 2), (8, 2), (9, 2)]]","['right', 'up']"
147,"(2, 3)","(9, 4)",10,"[[(2, 3), (2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4)]]","['right', 'down']"
148,"(2, 3)","(9, 6)",14,"[[(2, 3), (2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5), (10, 6), (9, 6)]]","['right', 'down']"
149,"(2, 3)","(9, 8)",12,"[[(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8)], [(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (4, 7), (4, 8), (5, 8), (6, 8), (7, 8), (8, 8), (9, 8)]]","['right', 'down']"
150,"(2, 3)","(9, 10)",14,"[[(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (7, 7), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10)], [(2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (4, 7), (4, 8), (5, 8), (6, 8), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10)]]","['right', 'down']"
151,"(2, 3)","(10, 2)",13,"[[(2, 3), (2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (7, 3), (7, 2), (8, 2), (9, 2), (10, 2)]]","['right', 'up']"
152,"(2, 3)","(10, 4)",11,"[[(2, 3), (2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4)]]","['right', 'down']"
153,"(2, 3)","(10, 5)",12,"[[(2, 3), (2, 2), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5)]]","['right', 'down']"
